date,crop,price_pkr,unit,source
2025-04-03,Carrot,53.33,Kg,historical_csv
2025-04-10,Carrot,57.86,Kg,historical_csv
2025-04-17,Carrot,73.75,Kg,historical_csv
2026-04-02,Carrot,56.56,Kg,historical_csv
2013-06-20,Cauliflower,30.0,Kg,historical_csv
2013-08-01,Cauliflower,52.5,Kg,historical_csv
2013-08-08,Cauliflower,62.25,Kg,historical_csv
2013-08-15,Cauliflower,58.75,Kg,historical_csv
2013-08-22,Cauliflower,56.88,Kg,historical_csv
2013-08-29,Cauliflower,50.0,Kg,historical_csv
2013-09-05,Cauliflower,53.33,Kg,historical_csv
2013-09-12,Cauliflower,45.42,Kg,historical_csv
2013-09-19,Cauliflower,44.2,Kg,historical_csv
2013-09-26,Cauliflower,36.67,Kg,historical_csv
2013-10-03,Cauliflower,44.58,Kg,historical_csv
2013-10-10,Cauliflower,47.5,Kg,historical_csv
2013-10-17,Cauliflower,51.07,Kg,historical_csv
2013-10-24,Cauliflower,40.7,Kg,historical_csv
2013-10-31,Cauliflower,53.75,Kg,historical_csv
2013-11-07,Cauliflower,80.0,Kg,historical_csv
2013-11-14,Cauliflower,62.5,Kg,historical_csv
2013-11-21,Cauliflower,56.17,Kg,historical_csv
2013-11-28,Cauliflower,40.42,Kg,historical_csv
2013-12-05,Cauliflower,40.17,Kg,historical_csv
2013-12-12,Cauliflower,43.5,Kg,historical_csv
2013-12-19,Cauliflower,41.8,Kg,historical_csv
2013-12-26,Cauliflower,36.4,Kg,historical_csv
2014-01-02,Cauliflower,23.6,Kg,historical_csv
2014-01-09,Cauliflower,22.38,Kg,historical_csv
2014-01-16,Cauliflower,22.95,Kg,historical_csv
2014-01-23,Cauliflower,17.75,Kg,historical_csv
2014-01-30,Cauliflower,15.5,Kg,historical_csv
2014-02-06,Cauliflower,19.65,Kg,historical_csv
2014-02-13,Cauliflower,24.79,Kg,historical_csv
2014-02-20,Cauliflower,29.6,Kg,historical_csv
2014-02-27,Cauliflower,25.7,Kg,historical_csv
2014-03-06,Cauliflower,26.44,Kg,historical_csv
2014-03-13,Cauliflower,22.12,Kg,historical_csv
2014-03-20,Cauliflower,22.1,Kg,historical_csv
2014-03-27,Cauliflower,15.58,Kg,historical_csv
2014-04-03,Cauliflower,19.2,Kg,historical_csv
2014-04-10,Cauliflower,21.25,Kg,historical_csv
2014-04-17,Cauliflower,25.65,Kg,historical_csv
2014-04-24,Cauliflower,31.0,Kg,historical_csv
2014-05-01,Cauliflower,34.5,Kg,historical_csv
2014-05-08,Cauliflower,32.96,Kg,historical_csv
2014-05-15,Cauliflower,34.25,Kg,historical_csv
2014-05-22,Cauliflower,33.67,Kg,historical_csv
2014-05-29,Cauliflower,40.5,Kg,historical_csv
2014-06-05,Cauliflower,52.92,Kg,historical_csv
2014-06-12,Cauliflower,41.5,Kg,historical_csv
2014-06-19,Cauliflower,43.75,Kg,historical_csv
2014-06-26,Cauliflower,33.5,Kg,historical_csv
2014-07-03,Cauliflower,32.08,Kg,historical_csv
2014-07-10,Cauliflower,41.43,Kg,historical_csv
2014-07-17,Cauliflower,46.07,Kg,historical_csv
2014-07-24,Cauliflower,46.07,Kg,historical_csv
2014-07-31,Cauliflower,44.29,Kg,historical_csv
2014-08-07,Cauliflower,42.29,Kg,historical_csv
2014-08-14,Cauliflower,40.07,Kg,historical_csv
2014-08-21,Cauliflower,41.43,Kg,historical_csv
2014-08-28,Cauliflower,48.57,Kg,historical_csv
2014-09-04,Cauliflower,43.75,Kg,historical_csv
2014-09-11,Cauliflower,55.57,Kg,historical_csv
2014-09-18,Cauliflower,62.5,Kg,historical_csv
2014-09-25,Cauliflower,57.5,Kg,historical_csv
2014-10-02,Cauliflower,65.0,Kg,historical_csv
2014-10-09,Cauliflower,41.25,Kg,historical_csv
2014-10-16,Cauliflower,52.92,Kg,historical_csv
2014-10-23,Cauliflower,44.75,Kg,historical_csv
2014-10-30,Cauliflower,47.5,Kg,historical_csv
2014-11-06,Cauliflower,36.43,Kg,historical_csv
2014-11-13,Cauliflower,25.46,Kg,historical_csv
2014-11-20,Cauliflower,17.71,Kg,historical_csv
2014-11-27,Cauliflower,25.57,Kg,historical_csv
2014-12-04,Cauliflower,28.43,Kg,historical_csv
2014-12-11,Cauliflower,32.5,Kg,historical_csv
2014-12-18,Cauliflower,39.64,Kg,historical_csv
2014-12-25,Cauliflower,37.08,Kg,historical_csv
2015-01-01,Cauliflower,38.68,Kg,historical_csv
2015-01-08,Cauliflower,28.07,Kg,historical_csv
2015-01-15,Cauliflower,19.58,Kg,historical_csv
2015-01-22,Cauliflower,22.25,Kg,historical_csv
2015-01-29,Cauliflower,18.75,Kg,historical_csv
2015-02-05,Cauliflower,20.21,Kg,historical_csv
2015-02-12,Cauliflower,20.0,Kg,historical_csv
2015-02-19,Cauliflower,16.46,Kg,historical_csv
2015-02-26,Cauliflower,12.71,Kg,historical_csv
2015-03-05,Cauliflower,13.12,Kg,historical_csv
2015-03-12,Cauliflower,12.7,Kg,historical_csv
2015-03-19,Cauliflower,15.07,Kg,historical_csv
2015-03-26,Cauliflower,15.54,Kg,historical_csv
2015-04-02,Cauliflower,12.86,Kg,historical_csv
2015-04-09,Cauliflower,22.42,Kg,historical_csv
2015-04-16,Cauliflower,31.17,Kg,historical_csv
2015-04-23,Cauliflower,21.5,Kg,historical_csv
2015-04-30,Cauliflower,30.57,Kg,historical_csv
2015-05-07,Cauliflower,18.29,Kg,historical_csv
2015-05-14,Cauliflower,21.17,Kg,historical_csv
2015-05-21,Cauliflower,18.86,Kg,historical_csv
2015-05-28,Cauliflower,18.64,Kg,historical_csv
2015-06-04,Cauliflower,33.21,Kg,historical_csv
2015-06-11,Cauliflower,48.93,Kg,historical_csv
2015-06-18,Cauliflower,49.19,Kg,historical_csv
2015-06-25,Cauliflower,37.68,Kg,historical_csv
2015-07-02,Cauliflower,40.58,Kg,historical_csv
2015-07-09,Cauliflower,51.55,Kg,historical_csv
2015-07-16,Cauliflower,55.77,Kg,historical_csv
2015-07-23,Cauliflower,55.0,Kg,historical_csv
2015-07-30,Cauliflower,51.96,Kg,historical_csv
2015-08-06,Cauliflower,48.0,Kg,historical_csv
2015-08-13,Cauliflower,39.64,Kg,historical_csv
2015-08-20,Cauliflower,41.79,Kg,historical_csv
2015-08-27,Cauliflower,50.0,Kg,historical_csv
2015-09-03,Cauliflower,55.0,Kg,historical_csv
2015-09-10,Cauliflower,57.86,Kg,historical_csv
2015-09-17,Cauliflower,54.07,Kg,historical_csv
2015-09-24,Cauliflower,44.86,Kg,historical_csv
2015-10-01,Cauliflower,41.43,Kg,historical_csv
2015-10-08,Cauliflower,47.86,Kg,historical_csv
2015-10-15,Cauliflower,46.07,Kg,historical_csv
2015-10-22,Cauliflower,43.93,Kg,historical_csv
2015-10-29,Cauliflower,33.57,Kg,historical_csv
2015-11-05,Cauliflower,28.64,Kg,historical_csv
2015-11-12,Cauliflower,27.79,Kg,historical_csv
2015-11-19,Cauliflower,29.79,Kg,historical_csv
2015-11-26,Cauliflower,23.93,Kg,historical_csv
2015-12-03,Cauliflower,22.29,Kg,historical_csv
2015-12-10,Cauliflower,27.86,Kg,historical_csv
2015-12-17,Cauliflower,31.07,Kg,historical_csv
2015-12-24,Cauliflower,35.21,Kg,historical_csv
2015-12-31,Cauliflower,53.93,Kg,historical_csv
2016-01-07,Cauliflower,33.04,Kg,historical_csv
2016-01-14,Cauliflower,22.96,Kg,historical_csv
2016-01-21,Cauliflower,21.71,Kg,historical_csv
2016-01-28,Cauliflower,23.68,Kg,historical_csv
2016-02-04,Cauliflower,25.29,Kg,historical_csv
2016-02-11,Cauliflower,22.32,Kg,historical_csv
2016-02-18,Cauliflower,23.0,Kg,historical_csv
2016-02-25,Cauliflower,26.36,Kg,historical_csv
2016-03-03,Cauliflower,26.75,Kg,historical_csv
2016-03-10,Cauliflower,30.0,Kg,historical_csv
2016-03-17,Cauliflower,27.33,Kg,historical_csv
2016-03-24,Cauliflower,38.39,Kg,historical_csv
2016-03-31,Cauliflower,42.5,Kg,historical_csv
2016-04-07,Cauliflower,51.79,Kg,historical_csv
2016-04-14,Cauliflower,59.29,Kg,historical_csv
2016-04-21,Cauliflower,53.93,Kg,historical_csv
2016-04-28,Cauliflower,59.64,Kg,historical_csv
2016-05-05,Cauliflower,63.57,Kg,historical_csv
2016-05-12,Cauliflower,67.86,Kg,historical_csv
2016-05-19,Cauliflower,62.14,Kg,historical_csv
2016-05-26,Cauliflower,60.71,Kg,historical_csv
2016-06-02,Cauliflower,59.29,Kg,historical_csv
2016-06-09,Cauliflower,57.86,Kg,historical_csv
2016-06-16,Cauliflower,49.14,Kg,historical_csv
2016-06-23,Cauliflower,24.0,Kg,historical_csv
2016-06-30,Cauliflower,36.79,Kg,historical_csv
2016-07-07,Cauliflower,43.93,Kg,historical_csv
2016-07-14,Cauliflower,62.14,Kg,historical_csv
2016-07-21,Cauliflower,69.29,Kg,historical_csv
2016-07-28,Cauliflower,58.57,Kg,historical_csv
2016-08-04,Cauliflower,58.93,Kg,historical_csv
2016-08-11,Cauliflower,54.29,Kg,historical_csv
2016-08-18,Cauliflower,52.86,Kg,historical_csv
2016-08-25,Cauliflower,51.79,Kg,historical_csv
2016-09-01,Cauliflower,63.43,Kg,historical_csv
2016-09-08,Cauliflower,69.29,Kg,historical_csv
2016-09-15,Cauliflower,77.14,Kg,historical_csv
2016-09-22,Cauliflower,82.5,Kg,historical_csv
2016-09-29,Cauliflower,82.86,Kg,historical_csv
2016-10-06,Cauliflower,74.29,Kg,historical_csv
2016-10-13,Cauliflower,75.71,Kg,historical_csv
2016-10-20,Cauliflower,60.0,Kg,historical_csv
2016-10-27,Cauliflower,59.29,Kg,historical_csv
2016-11-03,Cauliflower,97.5,Kg,historical_csv
2016-11-10,Cauliflower,86.43,Kg,historical_csv
2016-11-17,Cauliflower,77.86,Kg,historical_csv
2016-11-24,Cauliflower,53.04,Kg,historical_csv
2016-12-01,Cauliflower,35.54,Kg,historical_csv
2016-12-08,Cauliflower,28.86,Kg,historical_csv
2016-12-15,Cauliflower,35.57,Kg,historical_csv
2016-12-22,Cauliflower,33.96,Kg,historical_csv
2016-12-29,Cauliflower,22.82,Kg,historical_csv
2017-01-05,Cauliflower,16.18,Kg,historical_csv
2017-01-12,Cauliflower,17.82,Kg,historical_csv
2017-01-19,Cauliflower,27.86,Kg,historical_csv
2017-01-26,Cauliflower,27.5,Kg,historical_csv
2017-02-02,Cauliflower,26.64,Kg,historical_csv
2017-02-09,Cauliflower,16.86,Kg,historical_csv
2017-02-16,Cauliflower,15.0,Kg,historical_csv
2017-02-23,Cauliflower,14.93,Kg,historical_csv
2017-03-02,Cauliflower,14.62,Kg,historical_csv
2017-03-09,Cauliflower,13.92,Kg,historical_csv
2017-03-16,Cauliflower,25.0,Kg,historical_csv
2017-03-23,Cauliflower,20.32,Kg,historical_csv
2017-03-30,Cauliflower,19.32,Kg,historical_csv
2017-04-06,Cauliflower,19.29,Kg,historical_csv
2017-04-13,Cauliflower,23.21,Kg,historical_csv
2017-04-20,Cauliflower,32.0,Kg,historical_csv
2017-04-27,Cauliflower,31.79,Kg,historical_csv
2017-05-04,Cauliflower,41.79,Kg,historical_csv
2017-05-11,Cauliflower,42.14,Kg,historical_csv
2017-05-18,Cauliflower,47.08,Kg,historical_csv
2017-05-25,Cauliflower,44.64,Kg,historical_csv
2017-06-01,Cauliflower,48.21,Kg,historical_csv
2017-06-08,Cauliflower,50.36,Kg,historical_csv
2017-06-15,Cauliflower,59.5,Kg,historical_csv
2017-06-22,Cauliflower,66.07,Kg,historical_csv
2017-06-29,Cauliflower,74.29,Kg,historical_csv
2017-07-06,Cauliflower,71.07,Kg,historical_csv
2017-07-13,Cauliflower,55.36,Kg,historical_csv
2017-07-20,Cauliflower,54.64,Kg,historical_csv
2017-07-27,Cauliflower,53.93,Kg,historical_csv
2017-08-03,Cauliflower,56.07,Kg,historical_csv
2017-08-10,Cauliflower,54.29,Kg,historical_csv
2017-08-17,Cauliflower,56.07,Kg,historical_csv
2017-08-24,Cauliflower,83.93,Kg,historical_csv
2017-08-31,Cauliflower,83.21,Kg,historical_csv
2017-09-07,Cauliflower,75.36,Kg,historical_csv
2017-09-14,Cauliflower,77.5,Kg,historical_csv
2017-09-21,Cauliflower,72.08,Kg,historical_csv
2017-09-28,Cauliflower,70.93,Kg,historical_csv
2017-10-05,Cauliflower,64.29,Kg,historical_csv
2017-10-12,Cauliflower,55.36,Kg,historical_csv
2017-10-19,Cauliflower,68.21,Kg,historical_csv
2017-10-26,Cauliflower,97.14,Kg,historical_csv
2017-11-02,Cauliflower,83.57,Kg,historical_csv
2017-11-09,Cauliflower,80.71,Kg,historical_csv
2017-11-16,Cauliflower,69.64,Kg,historical_csv
2017-11-23,Cauliflower,51.07,Kg,historical_csv
2017-11-30,Cauliflower,42.79,Kg,historical_csv
2017-12-07,Cauliflower,36.67,Kg,historical_csv
2017-12-14,Cauliflower,28.5,Kg,historical_csv
2017-12-21,Cauliflower,20.25,Kg,historical_csv
2017-12-28,Cauliflower,20.75,Kg,historical_csv
2018-01-04,Cauliflower,22.07,Kg,historical_csv
2018-01-11,Cauliflower,27.5,Kg,historical_csv
2018-01-18,Cauliflower,42.5,Kg,historical_csv
2018-01-25,Cauliflower,37.25,Kg,historical_csv
2018-02-01,Cauliflower,31.64,Kg,historical_csv
2018-02-08,Cauliflower,39.5,Kg,historical_csv
2018-02-15,Cauliflower,44.29,Kg,historical_csv
2018-02-22,Cauliflower,37.14,Kg,historical_csv
2018-03-01,Cauliflower,29.0,Kg,historical_csv
2018-03-08,Cauliflower,24.54,Kg,historical_csv
2018-03-15,Cauliflower,31.04,Kg,historical_csv
2018-03-22,Cauliflower,39.11,Kg,historical_csv
2018-03-29,Cauliflower,48.57,Kg,historical_csv
2018-04-05,Cauliflower,53.21,Kg,historical_csv
2018-04-12,Cauliflower,54.64,Kg,historical_csv
2018-04-19,Cauliflower,53.93,Kg,historical_csv
2018-04-26,Cauliflower,43.93,Kg,historical_csv
2018-05-03,Cauliflower,43.93,Kg,historical_csv
2018-05-10,Cauliflower,35.36,Kg,historical_csv
2018-05-17,Cauliflower,31.07,Kg,historical_csv
2018-05-24,Cauliflower,28.64,Kg,historical_csv
2018-05-31,Cauliflower,42.5,Kg,historical_csv
2018-06-07,Cauliflower,58.43,Kg,historical_csv
2018-06-14,Cauliflower,71.07,Kg,historical_csv
2018-06-21,Cauliflower,80.36,Kg,historical_csv
2018-06-28,Cauliflower,75.36,Kg,historical_csv
2018-07-05,Cauliflower,60.36,Kg,historical_csv
2018-07-12,Cauliflower,41.79,Kg,historical_csv
2018-07-19,Cauliflower,51.79,Kg,historical_csv
2018-07-26,Cauliflower,50.36,Kg,historical_csv
2018-08-02,Cauliflower,51.07,Kg,historical_csv
2018-08-09,Cauliflower,61.79,Kg,historical_csv
2018-08-16,Cauliflower,82.5,Kg,historical_csv
2018-08-23,Cauliflower,93.57,Kg,historical_csv
2018-08-30,Cauliflower,85.36,Kg,historical_csv
2018-09-06,Cauliflower,93.21,Kg,historical_csv
2018-09-13,Cauliflower,100.71,Kg,historical_csv
2018-09-20,Cauliflower,102.86,Kg,historical_csv
2018-09-27,Cauliflower,98.21,Kg,historical_csv
2018-10-04,Cauliflower,91.07,Kg,historical_csv
2018-10-11,Cauliflower,78.93,Kg,historical_csv
2018-10-18,Cauliflower,64.29,Kg,historical_csv
2018-10-25,Cauliflower,36.43,Kg,historical_csv
2018-11-01,Cauliflower,31.07,Kg,historical_csv
2018-11-08,Cauliflower,33.93,Kg,historical_csv
2018-11-15,Cauliflower,23.21,Kg,historical_csv
2018-11-22,Cauliflower,15.36,Kg,historical_csv
2018-11-29,Cauliflower,15.0,Kg,historical_csv
2018-12-06,Cauliflower,15.71,Kg,historical_csv
2018-12-13,Cauliflower,26.25,Kg,historical_csv
2018-12-20,Cauliflower,40.71,Kg,historical_csv
2018-12-27,Cauliflower,35.61,Kg,historical_csv
2019-01-03,Cauliflower,32.07,Kg,historical_csv
2019-01-10,Cauliflower,31.43,Kg,historical_csv
2019-01-17,Cauliflower,27.79,Kg,historical_csv
2019-01-24,Cauliflower,23.36,Kg,historical_csv
2019-01-31,Cauliflower,15.82,Kg,historical_csv
2019-02-07,Cauliflower,14.68,Kg,historical_csv
2019-02-14,Cauliflower,19.29,Kg,historical_csv
2019-02-21,Cauliflower,14.64,Kg,historical_csv
2019-02-28,Cauliflower,15.5,Kg,historical_csv
2019-03-07,Cauliflower,17.75,Kg,historical_csv
2019-03-14,Cauliflower,24.5,Kg,historical_csv
2019-03-21,Cauliflower,19.14,Kg,historical_csv
2019-03-28,Cauliflower,19.14,Kg,historical_csv
2019-04-04,Cauliflower,17.86,Kg,historical_csv
2019-04-11,Cauliflower,26.43,Kg,historical_csv
2019-04-18,Cauliflower,31.07,Kg,historical_csv
2019-04-25,Cauliflower,39.86,Kg,historical_csv
2019-05-02,Cauliflower,55.36,Kg,historical_csv
2019-05-09,Cauliflower,59.64,Kg,historical_csv
2019-05-16,Cauliflower,61.79,Kg,historical_csv
2019-05-23,Cauliflower,60.0,Kg,historical_csv
2019-05-30,Cauliflower,66.07,Kg,historical_csv
2019-06-06,Cauliflower,74.29,Kg,historical_csv
2019-06-13,Cauliflower,90.0,Kg,historical_csv
2019-06-20,Cauliflower,86.79,Kg,historical_csv
2019-06-27,Cauliflower,70.0,Kg,historical_csv
2019-07-04,Cauliflower,69.29,Kg,historical_csv
2019-07-11,Cauliflower,74.64,Kg,historical_csv
2019-07-18,Cauliflower,68.93,Kg,historical_csv
2019-07-25,Cauliflower,73.57,Kg,historical_csv
2019-08-01,Cauliflower,86.79,Kg,historical_csv
2019-08-08,Cauliflower,85.57,Kg,historical_csv
2019-08-15,Cauliflower,82.5,Kg,historical_csv
2019-08-22,Cauliflower,72.5,Kg,historical_csv
2019-08-29,Cauliflower,79.29,Kg,historical_csv
2019-09-05,Cauliflower,90.0,Kg,historical_csv
2019-09-12,Cauliflower,73.93,Kg,historical_csv
2019-09-19,Cauliflower,93.21,Kg,historical_csv
2019-09-26,Cauliflower,87.14,Kg,historical_csv
2019-10-03,Cauliflower,93.93,Kg,historical_csv
2019-10-10,Cauliflower,104.29,Kg,historical_csv
2019-10-17,Cauliflower,81.07,Kg,historical_csv
2019-10-24,Cauliflower,81.07,Kg,historical_csv
2019-10-31,Cauliflower,116.07,Kg,historical_csv
2019-11-07,Cauliflower,91.79,Kg,historical_csv
2019-11-14,Cauliflower,89.11,Kg,historical_csv
2019-11-21,Cauliflower,89.46,Kg,historical_csv
2019-11-28,Cauliflower,81.43,Kg,historical_csv
2019-12-05,Cauliflower,86.61,Kg,historical_csv
2019-12-12,Cauliflower,95.36,Kg,historical_csv
2019-12-19,Cauliflower,87.38,Kg,historical_csv
2019-12-26,Cauliflower,74.21,Kg,historical_csv
2020-01-02,Cauliflower,75.48,Kg,historical_csv
2020-01-09,Cauliflower,69.64,Kg,historical_csv
2020-01-16,Cauliflower,45.83,Kg,historical_csv
2020-01-23,Cauliflower,36.79,Kg,historical_csv
2020-01-30,Cauliflower,33.45,Kg,historical_csv
2020-02-06,Cauliflower,31.55,Kg,historical_csv
2020-02-13,Cauliflower,27.14,Kg,historical_csv
2020-02-20,Cauliflower,25.24,Kg,historical_csv
2020-02-27,Cauliflower,25.18,Kg,historical_csv
2020-03-05,Cauliflower,30.75,Kg,historical_csv
2020-03-12,Cauliflower,35.54,Kg,historical_csv
2020-03-19,Cauliflower,31.71,Kg,historical_csv
2020-03-26,Cauliflower,35.83,Kg,historical_csv
2020-04-02,Cauliflower,33.21,Kg,historical_csv
2020-04-09,Cauliflower,25.0,Kg,historical_csv
2020-04-16,Cauliflower,29.38,Kg,historical_csv
2020-04-23,Cauliflower,24.0,Kg,historical_csv
2020-04-30,Cauliflower,24.04,Kg,historical_csv
2020-05-07,Cauliflower,24.46,Kg,historical_csv
2020-05-14,Cauliflower,22.96,Kg,historical_csv
2020-05-21,Cauliflower,23.68,Kg,historical_csv
2020-05-28,Cauliflower,19.82,Kg,historical_csv
2020-06-04,Cauliflower,15.0,Kg,historical_csv
2020-06-11,Cauliflower,23.93,Kg,historical_csv
2020-06-18,Cauliflower,28.93,Kg,historical_csv
2020-06-25,Cauliflower,31.79,Kg,historical_csv
2020-07-02,Cauliflower,38.93,Kg,historical_csv
2020-07-09,Cauliflower,50.36,Kg,historical_csv
2020-07-16,Cauliflower,85.0,Kg,historical_csv
2020-07-23,Cauliflower,105.83,Kg,historical_csv
2020-07-30,Cauliflower,116.07,Kg,historical_csv
2020-08-06,Cauliflower,113.57,Kg,historical_csv
2020-08-13,Cauliflower,110.0,Kg,historical_csv
2020-08-20,Cauliflower,113.21,Kg,historical_csv
2020-08-27,Cauliflower,110.71,Kg,historical_csv
2020-09-03,Cauliflower,115.71,Kg,historical_csv
2020-09-10,Cauliflower,117.86,Kg,historical_csv
2020-09-17,Cauliflower,113.57,Kg,historical_csv
2020-09-24,Cauliflower,87.5,Kg,historical_csv
2020-10-01,Cauliflower,95.0,Kg,historical_csv
2020-10-08,Cauliflower,109.64,Kg,historical_csv
2020-10-15,Cauliflower,100.71,Kg,historical_csv
2020-10-22,Cauliflower,77.86,Kg,historical_csv
2020-10-29,Cauliflower,92.14,Kg,historical_csv
2020-11-05,Cauliflower,79.29,Kg,historical_csv
2020-11-12,Cauliflower,70.0,Kg,historical_csv
2020-11-19,Cauliflower,90.0,Kg,historical_csv
2020-11-26,Cauliflower,56.79,Kg,historical_csv
2020-12-03,Cauliflower,50.83,Kg,historical_csv
2020-12-10,Cauliflower,39.17,Kg,historical_csv
2020-12-17,Cauliflower,23.81,Kg,historical_csv
2020-12-24,Cauliflower,35.24,Kg,historical_csv
2020-12-31,Cauliflower,38.21,Kg,historical_csv
2021-01-07,Cauliflower,33.33,Kg,historical_csv
2021-01-14,Cauliflower,24.52,Kg,historical_csv
2021-01-21,Cauliflower,19.38,Kg,historical_csv
2021-01-28,Cauliflower,20.5,Kg,historical_csv
2021-02-04,Cauliflower,29.17,Kg,historical_csv
2021-02-11,Cauliflower,40.6,Kg,historical_csv
2021-02-18,Cauliflower,29.52,Kg,historical_csv
2021-02-25,Cauliflower,26.38,Kg,historical_csv
2021-03-04,Cauliflower,25.28,Kg,historical_csv
2021-03-11,Cauliflower,32.14,Kg,historical_csv
2021-03-18,Cauliflower,41.43,Kg,historical_csv
2021-03-25,Cauliflower,46.55,Kg,historical_csv
2021-04-01,Cauliflower,49.17,Kg,historical_csv
2021-04-22,Cauliflower,61.25,Kg,historical_csv
2021-04-29,Cauliflower,66.61,Kg,historical_csv
2021-05-06,Cauliflower,38.21,Kg,historical_csv
2021-05-13,Cauliflower,35.71,Kg,historical_csv
2025-04-03,Cauliflower,57.78,Kg,historical_csv
2025-04-10,Cauliflower,62.98,Kg,historical_csv
2025-04-17,Cauliflower,61.11,Kg,historical_csv
2026-04-02,Cauliflower,56.67,Kg,historical_csv
2025-05-15,Cherry,397.48,1 Kg,synthetic
2025-07-17,Cherry,415.81,1 Kg,synthetic
2025-07-24,Cherry,447.73,1 Kg,synthetic
2025-07-31,Cherry,449.87,1 Kg,synthetic
2025-10-16,Cherry,456.24,1 Kg,synthetic
2025-10-23,Cherry,456.28,1 Kg,synthetic
2025-10-30,Cherry,449.88,1 Kg,synthetic
2025-11-06,Cherry,441.03,1 Kg,synthetic
2025-11-13,Cherry,450.76,1 Kg,synthetic
2025-11-20,Cherry,443.23,1 Kg,synthetic
2025-11-27,Cherry,459.75,1 Kg,synthetic
2025-12-11,Cherry,448.53,1 Kg,synthetic
2025-12-18,Cherry,441.75,1 Kg,synthetic
2026-01-01,Cherry,446.79,1 Kg,synthetic
2026-01-08,Cherry,454.13,1 Kg,synthetic
2026-01-15,Cherry,444.36,1 Kg,synthetic
2026-01-22,Cherry,441.78,1 Kg,synthetic
2026-01-29,Cherry,452.44,1 Kg,synthetic
2026-02-12,Cherry,452.45,1 Kg,synthetic
2026-02-19,Cherry,444.93,1 Kg,synthetic
2026-02-26,Cherry,445.28,1 Kg,synthetic
2026-03-05,Cherry,452.28,1 Kg,synthetic
2026-03-26,Cherry,434.74,1 Kg,synthetic
2026-04-02,Cherry,434.19,1 Kg,synthetic
2026-04-09,Cherry,439.25,1 Kg,synthetic
2026-04-16,Cherry,441.07,1 Kg,synthetic
2026-04-23,Cherry,441.15,1 Kg,synthetic
2026-04-30,Cherry,445.29,1 Kg,synthetic
2026-05-07,Cherry,429.29,1 Kg,synthetic
2026-05-14,Cherry,407.64,1 Kg,synthetic
2026-05-21,Cherry,397.37,1 Kg,synthetic
2026-06-04,Cherry,371.36,1 Kg,synthetic
2026-06-11,Cherry,380.04,1 Kg,synthetic
2026-06-18,Cherry,381.51,1 Kg,synthetic
2026-07-02,Cherry,407.38,1 Kg,synthetic
2026-07-09,Cherry,407.66,1 Kg,synthetic
2025-05-15,Chickpea,225.88,1 Kg,synthetic
2025-07-17,Chickpea,243.08,1 Kg,synthetic
2025-07-24,Chickpea,235.03,1 Kg,synthetic
2025-07-31,Chickpea,234.71,1 Kg,synthetic
2025-10-16,Chickpea,242.09,1 Kg,synthetic
2025-10-23,Chickpea,241.19,1 Kg,synthetic
2025-10-30,Chickpea,241.0,1 Kg,synthetic
2025-11-06,Chickpea,241.39,1 Kg,synthetic
2025-11-13,Chickpea,237.28,1 Kg,synthetic
2025-11-20,Chickpea,240.93,1 Kg,synthetic
2025-11-27,Chickpea,241.17,1 Kg,synthetic
2025-12-11,Chickpea,237.14,1 Kg,synthetic
2025-12-18,Chickpea,247.46,1 Kg,synthetic
2026-01-01,Chickpea,241.89,1 Kg,synthetic
2026-01-08,Chickpea,235.23,1 Kg,synthetic
2026-01-15,Chickpea,242.61,1 Kg,synthetic
2026-01-22,Chickpea,236.05,1 Kg,synthetic
2026-01-29,Chickpea,243.02,1 Kg,synthetic
2026-02-12,Chickpea,243.95,1 Kg,synthetic
2026-02-19,Chickpea,235.31,1 Kg,synthetic
2026-02-26,Chickpea,241.21,1 Kg,synthetic
2026-03-05,Chickpea,237.05,1 Kg,synthetic
2026-03-26,Chickpea,228.12,1 Kg,synthetic
2026-04-02,Chickpea,228.3,1 Kg,synthetic
2026-04-09,Chickpea,216.33,1 Kg,synthetic
2026-04-16,Chickpea,212.3,1 Kg,synthetic
2026-04-23,Chickpea,211.62,1 Kg,synthetic
2026-04-30,Chickpea,213.66,1 Kg,synthetic
2026-05-07,Chickpea,219.85,1 Kg,synthetic
2026-05-14,Chickpea,225.6,1 Kg,synthetic
2026-05-21,Chickpea,229.52,1 Kg,synthetic
2026-06-04,Chickpea,238.36,1 Kg,synthetic
2026-06-11,Chickpea,237.18,1 Kg,synthetic
2026-06-18,Chickpea,244.27,1 Kg,synthetic
2026-07-02,Chickpea,238.59,1 Kg,synthetic
2026-07-09,Chickpea,250.73,1 Kg,synthetic
2013-06-20,Coriander,97.5,Kg,historical_csv
2013-08-01,Coriander,108.33,Kg,historical_csv
2013-08-08,Coriander,120.0,Kg,historical_csv
2013-08-15,Coriander,151.67,Kg,historical_csv
2013-08-22,Coriander,135.0,Kg,historical_csv
2013-08-29,Coriander,134.0,Kg,historical_csv
2013-09-05,Coriander,128.33,Kg,historical_csv
2013-09-12,Coriander,113.33,Kg,historical_csv
2013-09-19,Coriander,87.0,Kg,historical_csv
2013-09-26,Coriander,79.17,Kg,historical_csv
2013-10-03,Coriander,61.67,Kg,historical_csv
2013-10-10,Coriander,70.0,Kg,historical_csv
2013-10-17,Coriander,103.21,Kg,historical_csv
2013-10-24,Coriander,61.0,Kg,historical_csv
2013-10-31,Coriander,94.17,Kg,historical_csv
2013-11-07,Coriander,105.0,Kg,historical_csv
